FECHA_CORTE;PER;CONG;NSELV;DOMINIO;ESTRATO;ESTRATOSOCIO;FACTORFINAL_HOGAR;CCDD;NOMBREDD;CCPP;NOMBREPP;CCDI;NOMBREDI;CCCP;NOMBRECP;UBIGEO;VIVIENDA;HOGAR;TOT_HOGAR;RESFIN;RESFIN_O;RESFIN_V;RESFIN_V_O;PERS_NRO;P201;P203;P206;P207;P208;P209;P210_A;P210_M;INF_500;P501_1_1;P501_1_2;P501_2_1;P501_2_2;P501_3_1;P501_3_2;P501_4_1;P501_4_2;P501_5_1;P501_5_2;P501_6_1;P501_6_2;P501_7_1;P501_7_2;PERS_500;P504_A;P504_M;P504A_1;P504A_2;P504A_3;P504A_4;P504A_5;P504A_6;P504A_7;P505;P506;P507;P508;P509;P510;P513;P513A;P513A_O;P514_1;P514_2;P514_3;P515;P516;P517;P517_O;P518A;P518;P519A;P519;P520A;P520;FACTOR200_FINAL
20230426;1;3301;13;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;3;3;3;1;2;NA;2;NA;4;1;1;1;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;3;NA;4;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;90.71517023
20230426;1;3301;19;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;3;3;3;1;2;NA;1;14;NA;2;2;NA;2;NA;1;4;2;NA;1;2;2;NA;2;NA;3;14;NA;0;0;0;0;0;0;1;1;2;6;6;7;4;14;10;;3;2;NA;2;7;3;;2;NA;2;NA;2;NA;99.38179004
20230426;1;3301;19;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;4;4;11;1;2;NA;2;9;NA;2;2;NA;2;NA;1;4;2;NA;1;2;2;NA;2;NA;4;9;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;9;10;;2;NA;4;2;7;3;;2;NA;2;NA;2;NA;90.71517023
20230426;1;3301;59;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;2;1;;1;;3;3;3;1;2;NA;1;9;NA;1;1;3;1;2;2;NA;1;3;1;1;1;1;2;NA;3;9;NA;0;0;0;0;0;0;1;7;8;6;2;7;4;9;10;;2;NA;4;2;3;NA;;2;NA;2;NA;2;NA;99.38179004
20230426;1;3301;59;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;2;2;1;;1;;3;3;3;1;2;NA;1;2;NA;2;1;3;2;NA;1;4;1;3;2;NA;2;NA;2;NA;3;2;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;99.38179004
20230426;1;3301;72;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;5;1;1;1;;1;;3;3;3;1;2;NA;1;7;NA;2;1;3;2;NA;1;5;1;2;1;2;2;NA;1;4;3;7;NA;0;0;0;0;0;0;1;3;4;6;6;7;5;7;10;;2;NA;1;1;7;3;;2;NA;2;NA;2;NA;99.38179004
20230426;1;3301;89;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;2;1;;1;;5;5;5;1;2;NA;2;11;NA;2;1;1;1;2;1;3;1;2;1;2;1;2;1;2;5;11;NA;0;0;0;0;0;0;1;4;2;6;4;7;4;11;10;;2;NA;6;1;3;NA;;2;NA;1;3;2;NA;90.71517023
20230426;1;3301;89;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;2;2;1;;1;;2;2;3;1;2;NA;2;9;NA;1;1;2;1;2;1;5;1;3;1;2;1;2;2;NA;2;9;NA;0;0;0;0;0;0;1;7;2;6;2;7;4;9;10;;2;NA;3;1;3;NA;;2;NA;2;NA;2;NA;90.71517023
20230426;1;3301;97;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;7;1;1;1;;1;;3;3;8;1;2;NA;2;17;NA;1;2;NA;2;NA;1;2;2;NA;1;2;2;NA;2;NA;3;17;NA;0;0;0;0;0;0;1;5;1;6;2;7;4;17;10;;3;4;NA;1;3;NA;;2;NA;2;NA;2;NA;90.71517023
20230426;1;3301;118;1;3;5;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;1;1;1;;1;;5;5;3;1;2;NA;1;9;NA;2;1;4;2;NA;1;5;2;NA;1;1;2;NA;2;NA;5;9;NA;0;0;0;0;0;0;1;6;8;6;5;7;4;9;10;;2;NA;3;2;7;3;;2;NA;1;3;2;NA;99.38179004
20230426;9;36;3;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;5;5;5;1;2;NA;1;13;NA;2;1;2;1;2;2;NA;1;2;2;NA;1;1;1;4;5;13;NA;0;0;0;0;0;0;1;2;3;6;6;7;4;13;10;;3;1;NA;1;7;3;;2;NA;2;NA;2;NA;79.50543203
20230426;9;36;3;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;6;6;5;1;2;NA;2;4;NA;2;1;2;1;2;2;NA;1;2;2;NA;1;1;1;4;6;4;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;4;10;;1;2;NA;1;2;NA;;NA;NA;NA;NA;NA;NA;72.57213618
20230426;9;36;31;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;2;2;3;1;2;NA;1;14;NA;1;1;3;2;NA;2;NA;1;2;1;3;2;NA;2;NA;2;14;NA;0;0;0;0;0;0;1;3;8;6;2;7;4;14;10;;3;2;NA;1;8;NA;;2;NA;2;NA;2;NA;79.50543203
20230426;9;36;31;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;3;3;3;1;2;NA;1;11;NA;1;1;3;2;NA;2;NA;1;2;1;3;2;NA;2;NA;3;11;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;11;10;;2;NA;4;1;7;3;;2;NA;2;NA;2;NA;79.50543203
20230426;9;36;31;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;4;4;3;1;2;NA;2;9;NA;1;1;3;2;NA;2;NA;1;2;1;3;2;NA;2;NA;4;9;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;9;10;;2;NA;3;1;7;3;;2;NA;2;NA;2;NA;72.57213618
20230426;9;36;31;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;5;5;3;1;2;NA;2;6;NA;1;1;3;2;NA;2;NA;1;2;1;3;2;NA;2;NA;5;6;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;6;10;;1;3;NA;1;7;3;;2;NA;2;NA;2;NA;72.57213618
20230426;9;36;31;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;6;6;3;1;2;NA;1;3;NA;1;1;3;2;NA;2;NA;1;2;1;3;2;NA;2;NA;6;3;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;3;10;;8;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;79.50543203
20230426;9;36;49;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;3;3;3;1;2;NA;1;14;NA;2;1;2;1;2;2;NA;1;2;1;1;2;NA;2;NA;3;14;NA;0;0;0;0;0;0;1;2;2;7;6;7;4;14;10;;3;3;NA;1;3;NA;;2;NA;2;NA;2;NA;79.50543203
20230426;9;36;49;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;4;4;3;1;2;NA;2;11;NA;2;1;2;1;2;2;NA;1;2;1;1;2;NA;2;NA;4;11;NA;0;0;0;0;0;0;1;2;1;6;6;7;4;11;10;;2;NA;5;1;3;NA;;2;NA;2;NA;2;NA;72.57213618
20230426;9;36;94;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;10;1;1;1;;1;;4;4;5;1;2;NA;1;10;NA;3;1;2;1;2;1;5;1;1;1;2;2;NA;2;NA;4;10;NA;0;0;0;0;0;0;1;2;1;6;3;7;4;10;10;;2;NA;4;1;8;NA;;2;NA;2;NA;2;NA;79.50543203
20230426;9;36;94;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;10;1;1;1;;1;;5;5;5;1;2;NA;2;8;NA;3;1;2;1;2;1;5;1;1;1;2;2;NA;2;NA;5;8;NA;0;0;0;0;0;0;1;4;1;6;6;7;4;8;10;;2;NA;2;1;8;NA;;2;NA;2;NA;2;NA;72.57213618
20230426;9;36;116;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;1;1;;1;;3;3;5;1;2;NA;1;17;NA;2;1;1;1;1;2;NA;2;NA;1;1;1;2;1;2;3;17;NA;0;0;0;0;0;0;1;2;8;6;6;7;4;17;10;;3;5;NA;1;7;3;;2;NA;2;NA;2;NA;79.50543203
20230426;9;36;116;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;1;1;;1;;4;4;5;1;2;NA;2;15;NA;2;1;1;1;1;2;NA;2;NA;1;1;1;2;1;2;4;15;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;15;10;;8;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;72.57213618
20230426;9;36;116;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;1;1;;1;;5;5;5;1;2;NA;2;1;NA;2;1;1;1;1;2;NA;2;NA;1;1;1;2;1;2;5;1;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;72.57213618
20230426;9;36;138;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;5;1;1;1;;1;;4;4;3;1;2;NA;2;12;NA;1;1;2;1;2;2;NA;2;NA;1;1;2;NA;2;NA;4;12;NA;0;0;0;0;0;0;1;3;2;6;6;7;4;12;10;;2;NA;5;1;8;NA;;2;NA;2;NA;2;NA;72.57213618
20230426;9;36;183;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;1;1;;1;;4;4;8;1;2;NA;2;2;NA;3;1;2;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;4;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;72.57213618
20230426;9;36;253;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;2;3;1;;1;;3;3;3;1;2;NA;1;9;NA;2;1;2;1;2;2;NA;2;NA;1;3;2;NA;2;NA;3;9;NA;0;0;0;0;0;0;1;3;8;6;6;7;4;9;10;;2;NA;4;1;3;NA;;2;NA;2;NA;2;NA;79.50543203
20230426;9;36;253;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;2;3;1;;1;;4;4;3;1;2;NA;2;8;NA;2;1;2;1;2;2;NA;2;NA;1;3;2;NA;2;NA;4;8;NA;0;0;0;0;0;0;1;4;3;6;6;7;4;8;10;;2;NA;3;1;8;NA;;2;NA;2;NA;2;NA;72.57213618
20230426;9;36;253;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;2;3;1;;1;;5;5;3;1;2;NA;1;4;NA;2;1;2;1;2;2;NA;2;NA;1;3;2;NA;2;NA;5;4;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;4;10;;1;1;NA;1;3;NA;;NA;NA;NA;NA;NA;NA;79.50543203
20230426;9;36;253;1;3;3;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;2;3;1;;1;;6;6;3;1;2;NA;2;NA;11;2;1;2;1;2;2;NA;2;NA;1;3;2;NA;2;NA;6;NA;11;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;72.57213618
20230426;1;39;47;1;3;1;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;4;4;3;1;2;NA;1;17;NA;1;1;3;2;NA;2;NA;1;4;1;2;2;NA;2;NA;4;17;NA;0;0;0;0;0;0;1;4;2;6;6;7;4;17;10;;6;1;NA;1;7;2;;1;1;2;NA;2;NA;99.38179004
20230426;1;39;66;1;3;1;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;3;1;1;1;;1;;4;4;5;1;2;NA;1;11;NA;3;1;2;1;3;2;NA;1;4;1;2;1;2;2;NA;4;11;NA;0;0;0;0;0;0;1;6;4;6;6;7;4;11;10;;2;NA;5;2;2;NA;;1;1;1;3;2;NA;99.38179004
20230426;1;39;145;1;3;1;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;1;1;;1;;3;3;3;1;2;NA;2;15;NA;1;2;NA;1;5;1;5;2;NA;1;1;2;NA;1;5;3;15;NA;0;0;0;0;0;0;1;1;2;6;6;7;3;15;10;;3;4;NA;1;7;3;;2;NA;2;NA;1;4;90.71517023
20230426;1;39;145;1;3;1;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;1;1;;1;;4;4;3;1;2;NA;2;6;NA;1;2;NA;1;5;1;5;2;NA;1;1;2;NA;1;5;4;6;NA;0;0;0;0;0;0;1;3;2;6;6;7;3;6;10;;1;3;NA;1;7;3;;1;4;2;NA;1;4;90.71517023
20230426;1;39;145;1;3;1;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;1;1;;1;;5;5;3;1;2;NA;2;4;NA;1;2;NA;1;5;1;5;2;NA;1;1;2;NA;1;5;5;4;NA;0;0;0;0;0;0;1;7;2;6;6;7;3;4;10;;1;2;NA;2;7;3;;NA;NA;NA;NA;NA;NA;90.71517023
20230426;1;39;145;1;3;1;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;1;1;;1;;6;6;3;1;2;NA;1;NA;5;1;2;NA;1;5;1;5;2;NA;1;1;2;NA;1;5;6;NA;5;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;99.38179004
20230426;1;39;193;1;3;1;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;1;1;1;;1;;6;6;5;1;2;NA;2;10;NA;5;1;4;1;4;1;5;1;4;1;2;1;4;1;5;6;10;NA;0;0;0;0;0;0;1;5;4;3;3;7;4;10;10;;2;NA;3;2;7;3;;1;3;1;3;1;3;90.71517023
20230426;9;44;20;1;3;2;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;3;3;3;1;2;NA;1;16;NA;3;2;NA;2;NA;3;NA;1;2;1;2;2;NA;1;3;3;16;NA;0;0;0;0;0;0;1;2;1;6;6;7;4;16;10;;3;4;NA;1;7;3;;3;NA;2;NA;2;NA;79.50543203
20230426;5;54;5;1;3;1;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;6;6;5;1;2;NA;2;10;NA;2;1;2;1;2;2;NA;1;2;1;1;1;2;1;2;6;10;NA;0;0;0;0;0;0;1;3;2;6;2;7;4;10;10;;2;NA;4;1;3;NA;;2;NA;2;NA;2;NA;103.6744803
20230426;5;54;20;1;3;1;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;3;3;3;1;2;NA;2;17;NA;3;2;NA;2;NA;1;5;2;NA;1;2;2;NA;2;NA;3;17;NA;0;0;0;0;0;0;1;1;2;6;6;7;4;17;10;;6;1;NA;1;3;NA;;2;NA;2;NA;2;NA;103.6744803
20230426;5;54;61;1;3;1;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;1;1;;1;;4;4;5;1;2;NA;1;7;NA;3;1;3;1;3;2;NA;1;2;1;2;1;2;1;3;4;7;NA;0;0;0;0;0;0;1;3;3;6;6;7;4;7;10;;2;NA;2;1;3;NA;;2;NA;1;3;2;NA;113.5791886
20230426;5;54;96;1;3;1;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;1;1;;1;;4;4;3;1;2;NA;1;10;NA;2;1;2;1;3;1;5;1;3;1;3;1;3;1;5;4;10;NA;0;0;0;0;0;0;1;2;3;6;6;7;4;10;10;;2;NA;6;1;7;3;;2;NA;2;NA;2;NA;113.5791886
20230426;5;54;118;1;3;1;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;7;1;1;1;;1;;2;2;3;1;2;NA;1;7;NA;1;1;1;1;1;1;1;1;1;1;2;2;NA;2;NA;2;7;NA;0;0;0;0;0;0;1;3;1;6;6;7;4;7;10;;2;NA;1;2;3;NA;;2;NA;2;NA;2;NA;113.5791886
20230426;1;58;4;1;3;2;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;3;3;3;1;2;NA;1;12;NA;1;1;1;1;2;1;3;1;1;1;1;1;3;1;2;3;12;NA;0;0;0;0;0;0;1;3;2;2;2;7;4;12;10;;2;NA;6;1;1;NA;;2;NA;1;3;1;3;113.5791886
20230426;1;58;4;1;3;2;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;4;4;3;1;2;NA;2;3;NA;1;1;1;1;2;1;3;1;1;1;1;1;3;1;2;4;3;NA;0;0;0;0;0;0;1;7;1;1;6;7;4;3;10;;1;1;NA;1;7;2;;NA;NA;NA;NA;NA;NA;103.6744803
20230426;1;58;33;1;3;2;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;2;2;3;1;2;NA;1;14;NA;1;1;3;1;2;1;3;1;2;1;2;1;2;1;2;2;14;NA;0;0;0;0;0;0;1;3;2;5;3;2;2;14;10;;3;2;NA;3;3;NA;;1;2;2;NA;2;NA;113.5791886
20230426;1;58;33;1;3;2;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;3;3;3;1;2;NA;2;9;NA;1;1;3;1;2;1;3;1;2;1;2;1;2;1;2;3;9;NA;0;0;0;0;0;0;1;4;2;3;3;3;1;9;11;;2;NA;4;1;3;NA;;1;1;1;2;1;1;103.6744803
20230426;1;58;115;1;3;2;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;6;1;1;1;;1;;3;3;3;1;2;NA;1;14;NA;3;1;3;1;2;1;4;2;NA;1;1;2;NA;1;2;3;14;NA;0;0;0;0;0;0;1;2;2;2;6;7;4;14;10;;3;3;NA;1;2;NA;;2;NA;2;NA;2;NA;113.5791886
20230426;1;58;128;1;3;2;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;7;1;1;1;;1;;4;4;5;1;2;NA;2;2;NA;3;1;1;1;1;1;3;1;3;2;NA;2;NA;2;NA;4;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;103.6744803
20230426;1;62;39;1;3;3;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;5;5;5;1;2;NA;2;14;NA;5;1;1;1;2;1;3;1;3;1;1;1;3;1;2;5;14;NA;0;0;0;0;0;0;1;3;2;3;3;2;3;14;10;;3;2;NA;2;3;NA;;1;2;1;2;1;2;103.6744803
20230426;1;62;100;1;3;3;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;1;1;;1;;5;5;5;1;2;NA;1;16;NA;6;1;2;1;2;1;4;1;4;1;3;1;3;1;2;5;16;NA;0;0;0;0;0;0;1;4;2;1;1;2;1;16;10;;3;5;NA;2;8;NA;;1;3;1;2;1;1;113.5791886
20230426;1;62;100;1;3;3;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;1;1;;1;;7;7;5;1;2;NA;1;17;NA;6;1;2;1;2;1;4;1;4;1;3;1;3;1;2;7;17;NA;0;0;0;0;0;0;1;3;1;1;1;7;4;17;10;;6;1;NA;1;1;NA;;1;1;2;NA;2;NA;113.5791886
20230426;1;62;112;1;3;3;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;5;2;2;1;;1;;3;3;3;1;2;NA;1;5;NA;2;1;2;2;NA;1;3;1;2;2;NA;2;NA;2;NA;3;5;NA;0;0;0;0;0;0;1;7;2;2;6;7;4;5;10;;1;3;NA;2;7;5;NO SABE LEER;NA;NA;NA;NA;NA;NA;113.5791886
20230426;1;62;219;1;3;3;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;1;1;1;;1;;3;3;3;1;2;NA;1;7;NA;2;1;1;1;2;2;NA;1;1;1;1;1;1;1;1;3;7;NA;0;0;0;0;0;0;1;3;5;1;6;7;4;7;10;;2;NA;1;1;1;NA;;1;2;1;2;1;1;113.5791886
20230426;1;62;219;1;3;3;131.5353362;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;8;1;1;1;;1;;4;4;3;1;2;NA;2;1;NA;2;1;1;1;2;2;NA;1;1;1;1;1;1;1;1;4;1;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;103.6744803
20230426;5;71;33;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;4;4;5;1;2;NA;2;NA;4;3;1;1;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;4;NA;4;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;90.71517023
20230426;5;71;51;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;2;1;1;1;;1;;3;3;3;1;2;NA;1;3;NA;1;1;2;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;3;3;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;3;10;;1;1;NA;1;8;NA;;NA;NA;NA;NA;NA;NA;99.38179004
20230426;5;71;86;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;10;1;1;1;;1;;3;3;3;1;2;NA;1;12;NA;2;1;1;2;NA;2;NA;1;3;1;2;2;NA;2;NA;3;12;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;12;10;;2;NA;6;1;7;3;;2;NA;2;NA;2;NA;99.38179004
20230426;5;71;86;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;10;1;1;1;;1;;4;4;3;1;2;NA;2;7;NA;2;1;1;2;NA;2;NA;1;3;1;2;2;NA;2;NA;4;7;NA;0;0;0;0;0;0;1;3;3;6;6;7;4;7;10;;2;NA;1;1;7;3;;2;NA;2;NA;2;NA;90.71517023
20230426;5;71;86;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;10;1;1;1;;1;;5;5;3;1;2;NA;2;NA;7;2;1;1;2;NA;2;NA;1;3;1;2;2;NA;2;NA;5;NA;7;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;90.71517023
20230426;5;71;99;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;4;1;1;1;;1;;2;2;3;1;2;NA;1;17;NA;1;2;NA;2;NA;2;NA;2;NA;1;2;1;2;1;2;2;17;NA;0;0;0;0;0;0;1;1;2;6;2;7;4;17;10;;3;3;NA;1;8;NA;;3;NA;3;NA;3;NA;99.38179004
20230426;5;71;154;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;7;1;1;1;;1;;5;5;8;1;2;NA;1;4;NA;4;1;2;2;NA;2;NA;2;NA;1;3;2;NA;2;NA;5;4;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;4;10;;8;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;99.38179004
20230426;5;71;154;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;7;1;1;1;;1;;6;6;8;1;2;NA;1;2;NA;4;1;2;2;NA;2;NA;2;NA;1;3;2;NA;2;NA;6;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;99.38179004
20230426;5;71;154;1;3;3;115.0934192;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;7;1;1;1;;1;;7;7;8;1;2;NA;2;NA;6;4;1;2;2;NA;2;NA;2;NA;1;3;2;NA;2;NA;7;NA;6;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;90.71517023
20230426;9;8301;3;1;3;4;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;3;3;3;1;2;NA;2;12;NA;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;NA;3;12;NA;0;0;0;0;0;0;1;7;2;2;2;7;4;12;10;;2;NA;3;2;2;NA;;2;NA;2;NA;2;NA;72.57213618
20230426;9;8301;3;1;3;4;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;4;4;3;1;2;NA;1;8;NA;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;NA;4;8;NA;0;0;0;0;0;0;1;7;2;2;2;7;4;8;10;;2;NA;2;1;2;NA;;1;1;2;NA;2;NA;79.50543203
20230426;9;8301;3;1;3;4;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;1;1;1;1;;1;;5;5;3;1;2;NA;2;1;NA;1;1;1;1;1;1;1;1;1;1;1;2;NA;2;NA;5;1;NA;0;0;0;0;0;0;1;7;1;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;72.57213618
20230426;9;8301;10;1;3;4;92.07473537;24;TUMBES;1;TUMBES;1;TUMBES;1;TUMBES;240101;9;1;1;1;;1;;6;6;5;1;2;NA;1;8;NA;4;1;1;1;1;1;4;1;1;1;2;1;1;1;1;6;8;NA;0;0;0;0;0;0;1;1;1;1;3;7;4;8;10;;2;NA;3;1;3;NA;;1;1;1;4;1;4;79.50543203
